Zipcode,Food_Stamp,With_Health_Coverage,With_Private_Insurance,With_public_coverage,No_health_insurance_coverage,Below_Poverty_Level
ZCTA5 56363,21.3,77,60.7,16.4,23,12.1
ZCTA5 56364,6.4,90.3,81.6,11.6,9.7,2
ZCTA5 56367,4.2,95,89.7,7.4,5,1
ZCTA5 56368,4.3,94.9,90.1,6.2,5.1,2.9
ZCTA5 56369,1.6,63.6,58.6,5,36.4,24.3
ZCTA5 56371,4.9,88.4,81.4,7,11.6,13.9
ZCTA5 56373,7.6,93.5,86.7,10.2,6.5,2.5
ZCTA5 56374,3.2,97,94,6.4,3,1.9
ZCTA5 56375,4.1,94,92.1,3.9,6,1.1
ZCTA5 56376,11.3,93.5,90.5,3,6.5,8.6
ZCTA5 56377,5.3,92.3,87.4,9.2,7.7,1.3
ZCTA5 56378,4.3,88.5,80.7,9.7,11.5,3.6
ZCTA5 56379,11.7,90.3,84.3,8.3,9.7,3.4
ZCTA5 56381,6.2,90.3,83.6,9.7,9.7,1.6
ZCTA5 56382,5,91.4,84.6,11.7,8.6,4.3
ZCTA5 56384,8.3,88.8,74.8,19.6,11.2,9.8
ZCTA5 56385,6.4,85.6,76,10,14.4,3.9
ZCTA5 56386,12.6,86.6,74.1,16.2,13.4,6
ZCTA5 56387,10.1,91.8,78,18.9,8.2,4.7
ZCTA5 56389,5.6,100,92.6,9.3,0,39.7
ZCTA5 56401,12.6,86.4,74.7,15.3,13.6,2.4
ZCTA5 56425,3.4,91.1,84.8,8.3,8.9,3
ZCTA5 56431,7.9,89.1,77,14.7,10.9,1.8
ZCTA5 56433,12.6,88.2,72.4,20.6,11.8,4
ZCTA5 56434,16.8,73.2,57.7,23.6,26.8,13.2
ZCTA5 56435,11.6,79.9,60.8,21.2,20.1,3.4
ZCTA5 56436,35.3,100,76.9,23.1,0,53.5
ZCTA5 56437,9.9,75,61.7,16.5,25,6.1
ZCTA5 56438,10.4,85.1,75.1,13.3,14.9,3.2
ZCTA5 56440,13.4,84.7,73.2,18.7,15.3,5.2
ZCTA5 56441,14.1,90.2,73.4,21.9,9.8,4.5
ZCTA5 56442,0.9,94,88.6,7.9,6,1.8
ZCTA5 56443,1.3,84.7,77.1,10.3,15.3,2.7
ZCTA5 56444,7,86.4,77.9,10.4,13.6,2.6
ZCTA5 54473,6.9,92.2,88.5,6.4,7.8,2.9
ZCTA5 54474,8.2,91.8,88.4,6.5,8.2,2.7
ZCTA5 54475,6.8,92.5,87.9,7.1,7.5,2.8
ZCTA5 54476,11.8,92.9,85.4,10.4,7.1,3.3
ZCTA5 54479,8,88.8,81.2,10.2,11.2,2.2
ZCTA5 54480,13.3,88.7,82.8,8.1,11.3,4.3
ZCTA5 54481,15.1,88.8,81.2,9.5,11.2,2.2
ZCTA5 54482,7.8,94.7,88.3,8.9,5.3,1.4
ZCTA5 54484,5.6,93.4,88.1,7.1,6.6,1.7
ZCTA5 54485,17.6,83,72.6,13.2,17,13.1
ZCTA5 54486,13.6,83.1,72.3,12.8,16.9,3.6
ZCTA5 54487,9.1,88.8,81.5,10.9,11.2,2.4
ZCTA5 54488,13.4,80.8,72.8,11.7,19.2,5.6
ZCTA5 54489,6.4,94.4,83.9,11.4,5.6,4.5
ZCTA5 54490,8.9,89.9,89,2.9,10.1,4.6
ZCTA5 54491,13.3,87,75,14.9,13,3.7
ZCTA5 54493,5.3,76.1,61.4,16.1,23.9,6.3
ZCTA5 54494,13.4,93,82.9,12.4,7,1.4
ZCTA5 54495,21.4,87.9,71.8,19.9,12.1,4.5
ZCTA5 54498,8.4,73.9,64.5,11.8,26.1,2.7
ZCTA5 54499,11.3,87,80.5,7.8,13,2.8
ZCTA5 54501,12,88.4,79.4,12,11.6,2.6
ZCTA5 54511,15.7,88.3,69.5,23.5,11.7,6.6
ZCTA5 54512,7,86.9,73.1,14.5,13.1,2.7
ZCTA5 54513,11.1,89.5,77.3,15.1,10.5,3
ZCTA5 54514,16.5,92.3,76.9,17.3,7.7,4.2
ZCTA5 54515,12,85.6,79.1,13,14.4,7.7
ZCTA5 54517,7.1,84.3,68.6,25.5,15.7,7.9
ZCTA5 54519,10.4,85.1,72.6,14,14.9,3
ZCTA5 54520,18.4,80.8,64.6,20,19.2,3.3
ZCTA5 54521,14,82.6,67.8,21.9,17.4,2.6
ZCTA5 54524,25.5,82.1,71.1,12.2,17.9,8.4
ZCTA5 54525,28.5,67,51.1,16,33,15.9
ZCTA5 54526,19.6,91.2,82.6,10.5,8.8,5.9
ZCTA5 54527,15.2,76.7,59,19.4,23.3,5.7
ZCTA5 54529,5.8,96.1,84.9,14.7,3.9,4.7
ZCTA5 54530,17.3,91.8,86.1,9.3,8.2,4.4
ZCTA5 54531,5.2,94.1,85.6,10.6,5.9,2.8
ZCTA5 54534,16.2,83.6,66.7,19.7,16.4,4.5
ZCTA5 54536,27.6,70.4,61.7,11.1,29.6,14.5
ZCTA5 54537,4.2,86.3,77.4,12.3,13.7,3.5
ZCTA5 54538,33.4,80.2,66.6,19.3,19.8,5.7
ZCTA5 54539,11.2,85.5,75.4,11.5,14.5,3.1
ZCTA5 54540,12.6,84.6,69.1,17.7,15.4,7.1
ZCTA5 54541,17,85.3,77.7,10.8,14.7,4.6
ZCTA5 54542,13.2,73.5,63.6,15.2,26.5,6.8
ZCTA5 54545,8.1,81,73.8,8.5,19,4.8
ZCTA5 54546,20,90.4,78,17.1,9.6,5.5
ZCTA5 54547,11.4,79,72.8,6.4,21,7.6
ZCTA5 54548,7,85.2,75.1,12.9,14.8,2.4
ZCTA5 54550,7.6,93.7,82.2,13.3,6.3,3.2
ZCTA5 54552,14.3,93.1,81.8,13.1,6.9,4
ZCTA5 54554,14.2,84.2,72.4,15.1,15.8,4.7
ZCTA5 54555,13,90.8,80.3,13.9,9.2,2.3
ZCTA5 54556,21,84.1,72.9,12.6,15.9,6
ZCTA5 54557,7.2,86.7,69,21,13.3,2.9
ZCTA5 54558,16.7,91.3,81.4,17.2,8.7,4.5
ZCTA5 54559,32.6,80.1,58.7,23.3,19.9,8.8
ZCTA5 54560,3.3,81.6,70.3,12.4,18.4,8.8
ZCTA5 54561,0,100,100,0,0,100
ZCTA5 54562,4.5,95.6,92.2,8.3,4.4,3.9
ZCTA5 54563,5.2,81.4,71.1,11.6,18.6,4.4
ZCTA5 54564,19.5,72.6,66.5,9,27.4,4.3
ZCTA5 54565,5.6,41,37.7,6.6,59,7.4
ZCTA5 54566,21.1,68.9,56.6,15.4,31.1,5.9
ZCTA5 54568,10,89.2,82.5,13.1,10.8,3.5
ZCTA5 54601,10.3,91,85.7,8.1,9,1.4
ZCTA5 54603,16,85,76.6,11,15,3.8
ZCTA5 54610,12.3,83,78.9,8.9,17,2.9
ZCTA5 54611,15.7,90.1,78.3,14.6,9.9,4.8
ZCTA5 54612,9.6,85.8,80.9,5.8,14.2,4.6
ZCTA5 54613,12,85.1,71.1,15.6,14.9,3.9
ZCTA5 54614,7.9,90.4,86.2,8,9.6,3.3
ZCTA5 54615,11.6,90.7,80.1,13.7,9.3,3.3
ZCTA5 54616,10.3,89.9,81.5,10.3,10.1,3.8
ZCTA5 54618,10.9,90.3,83.5,12.2,9.7,3.6
ZCTA5 54619,7.9,75.7,68.3,9.2,24.3,3.5
ZCTA5 54621,9.5,90.6,88.7,2.8,9.4,2.7
ZCTA5 54622,8.1,92.7,85,12.4,7.3,2.7
ZCTA5 54623,2.5,96.2,90.5,7.1,3.8,2.1
ZCTA5 54624,6.7,88.9,81.8,8.9,11.1,4.9
ZCTA5 54625,17.4,89.7,79.5,10.3,10.3,4.8
ZCTA5 54626,9.9,93.1,85.2,9.7,6.9,2.1
ZCTA5 54627,8.9,93.8,87.3,7.6,6.3,3.9
ZCTA5 54628,9.6,82.6,72.2,12.8,17.4,4
ZCTA5 54629,6.8,93.7,89.3,5.5,6.3,3.5
ZCTA5 54630,13.5,92.2,85.3,8.1,7.8,3.8
ZCTA5 54631,12.7,93.1,81.6,13.7,6.9,3.2
ZCTA5 54632,9.7,91.3,86.2,10,8.7,3.2
ZCTA5 54634,8.3,79.2,71.7,10,20.8,2.8
ZCTA5 54635,9.5,87.1,80.4,11.5,12.9,3.2
ZCTA5 54636,5.7,93.5,89.9,7.3,6.5,2
ZCTA5 54637,17.4,92.9,87.5,7.1,7.1,8.3
ZCTA5 54638,12.8,86.4,80.6,12.3,13.6,6.7
ZCTA5 54639,7.4,83,75.4,12.5,17,5.8
ZCTA5 54641,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 54642,9.4,85.8,80.2,8.4,14.2,3.3
ZCTA5 54643,0,100,100,0,0,100
ZCTA5 54644,9.4,89.5,80.4,15.2,10.5,6.8
ZCTA5 54645,31,95.5,52.3,43.2,4.5,17.6
ZCTA5 54646,15.2,87.2,74.3,18.8,12.8,4.2
ZCTA5 54648,14.9,80.2,72,11.4,19.8,4.2
ZCTA5 54650,7.9,94,88.8,7.9,6,1.5
ZCTA5 54651,12.8,80.3,72.8,12.5,19.7,6.2
ZCTA5 54652,20.4,82,63.5,21.9,18,7.6
ZCTA5 54653,5.6,87.7,82.8,8.3,12.3,5.2
ZCTA5 54654,17.9,96.5,96.5,0,3.5,9
ZCTA5 54655,10.7,85.4,73.6,15.7,14.6,3.8
ZCTA5 54656,12.6,87.5,80.8,11.4,12.5,2.7
ZCTA5 54657,10.4,71.5,60.9,14.5,28.5,9
ZCTA5 54658,4.1,96.5,94.5,3.7,3.5,1.6
ZCTA5 54659,13.8,83.3,70.7,15.9,16.7,8.5
ZCTA5 54660,10.3,92,83,14.5,8,2.3
ZCTA5 54661,3.7,94.7,86.7,10.5,5.3,1.5
ZCTA5 54664,16.7,84.1,69.1,19,15.9,4.1
ZCTA5 54665,12.5,88.7,79.5,11.5,11.3,3
ZCTA5 54666,11.1,89.6,85.3,9.2,10.4,2.8
ZCTA5 54667,11.6,90.4,83,9.7,9.6,3.9
ZCTA5 54669,7.5,97.2,92.6,7.5,2.8,2.6
ZCTA5 54670,11.2,78.6,74.7,8.2,21.4,5.6
ZCTA5 54701,11.7,89,82,9,11,1.7
ZCTA5 54703,14,89.7,82.1,10,10.3,1.9
ZCTA5 54720,9.7,83.2,78,5.9,16.8,3.7
ZCTA5 54721,8.3,89.2,84.1,6.1,10.8,3.7
ZCTA5 54722,15.7,77.6,67.3,12.4,22.4,4.8
ZCTA5 54723,7.7,88.9,87.1,4.3,11.1,6.7
ZCTA5 54724,8.6,91.1,80.3,12.4,8.9,2.2
ZCTA5 54725,15,87.4,78,13.2,12.6,2.9
ZCTA5 54726,8.8,89.6,79.9,11,10.4,3.1
ZCTA5 54727,15,89.7,79.3,13.9,10.3,2
ZCTA5 54728,16.4,82.7,72.4,14,17.3,2.9
ZCTA5 54729,13.1,91.5,84.5,9.5,8.5,2
ZCTA5 54730,12.1,87.6,78.4,12.8,12.4,3.2
ZCTA5 54731,17.8,72.7,50.3,26,27.3,7.8
ZCTA5 54732,14.9,85.7,72,16.8,14.3,4
ZCTA5 54733,12.9,84.9,75.3,12.5,15.1,3.8
ZCTA5 54734,7,91.8,85.3,12,8.2,2.2
ZCTA5 54736,12.5,89.7,83.7,7.9,10.3,2.9
ZCTA5 54737,9.8,95.1,86.7,10.6,4.9,4.6
ZCTA5 54738,9.4,91.6,86,9.9,8.4,1.3
ZCTA5 54739,11.7,90.5,83.2,11.4,9.5,1.7
ZCTA5 54740,6,87.8,83.1,7.6,12.2,3.5
ZCTA5 54741,19,71.8,59.4,14.2,28.2,3.6
ZCTA5 54742,11.5,92.9,86.6,8.1,7.1,4.4
ZCTA5 54745,7.5,86,75.4,12.2,14,3
ZCTA5 54746,6.1,96,80,16,4,3.9
ZCTA5 54747,13.3,91.4,84.4,10.3,8.6,6.1
ZCTA5 54748,10.7,80.4,65.6,17.1,19.6,6.1
ZCTA5 54749,12.6,87.4,80.1,10.2,12.6,4.1
ZCTA5 54750,7.4,90.1,82.5,9.5,9.9,4.3
ZCTA5 54751,13.8,89.8,82.6,9.8,10.2,2.9
ZCTA5 54754,12.2,84.1,68.6,18.3,15.9,6.6
ZCTA5 54755,13,87.1,75.2,13.2,12.9,3.8
ZCTA5 54756,9.7,83.2,80.1,5,16.8,4.8
ZCTA5 54757,13.3,88.2,75.9,15.9,11.8,2.5
ZCTA5 54758,8.7,88.9,81.5,9.7,11.1,3.7
ZCTA5 54759,8.2,90.8,82,11.3,9.2,3.5
ZCTA5 54760,10.6,95.2,93.3,2.9,4.8,33.2
ZCTA5 54761,6.5,89.9,85.6,7.7,10.1,7
ZCTA5 54762,15.4,87.8,78.1,11.7,12.2,4.4
ZCTA5 54763,11.5,86.4,70.2,17.9,13.6,2.8
ZCTA5 54765,39.1,50,50,0,50,82.2
ZCTA5 54766,10.9,79.3,64.6,18.4,20.7,5.3
ZCTA5 54767,10.5,91.2,83.4,9.6,8.8,5.2
ZCTA5 54768,16.2,83.4,69,17.3,16.6,3.6
ZCTA5 54769,4.4,92.2,87.1,6.5,7.8,1.9
ZCTA5 54770,9.9,89.7,80.3,12.1,10.3,3
ZCTA5 54771,8.7,74.1,60.8,16.2,25.9,3.3
ZCTA5 54772,26.4,85,70.3,18.7,15,3.8
ZCTA5 54773,10.4,90.8,83.6,10.1,9.2,3.5
ZCTA5 54801,20.4,86.9,74.9,15.5,13.1,2.6
ZCTA5 54805,18.8,78.9,65.2,14.9,21.1,5.2
ZCTA5 54806,19.8,87.4,78.1,13.8,12.6,2.6
ZCTA5 54810,10.3,90.6,81.4,12.5,9.4,3.8
ZCTA5 54812,16.9,93.3,84.1,12.6,6.7,3.5
ZCTA5 54813,8.6,70.7,64.8,6.6,29.3,3.7
ZCTA5 54814,21.2,77.8,57.4,22.6,22.2,5
ZCTA5 54817,10,86.5,77.5,9.9,13.5,2.8
ZCTA5 54819,20.5,88.5,73.8,19.9,11.5,3.1
ZCTA5 54820,6.3,89.4,80.1,15.2,10.6,3.2
ZCTA5 54821,9.4,74.7,62.7,15.4,25.3,5.2
ZCTA5 54822,14.9,89.4,75.4,15.4,10.6,3.5
ZCTA5 54824,23.9,84.7,70.2,15.6,15.3,5.5
ZCTA5 54826,7.5,88.2,81.6,7.9,11.8,5.9
ZCTA5 54827,2.7,86.6,85.4,1.2,13.4,25.6
ZCTA5 54828,14.8,67.9,51,21,32.1,12.8
ZCTA5 54829,11.7,87.8,79.2,12.2,12.2,3
ZCTA5 54830,9,85.7,77.4,10.7,14.3,2.1
ZCTA5 54832,13.4,85.7,76.4,10.6,14.3,5.4
ZCTA5 54835,15.2,88.1,78.5,12.2,11.9,4.6
ZCTA5 54836,7.9,85,80,9.4,15,2.4
ZCTA5 54837,18.3,85.8,69.8,19.4,14.2,3.8
ZCTA5 54838,3.9,82.2,79.1,4.9,17.8,2.3
ZCTA5 54839,19.1,72.5,60.8,11.8,27.5,4.7
ZCTA5 54840,18.7,88.2,76.9,15.4,11.8,4.2
ZCTA5 54841,14.2,95.3,84.7,15.3,4.7,3.6
ZCTA5 54842,0,72.7,69.1,14.5,27.3,48.7
ZCTA5 54843,16.4,82.5,70.7,14.8,17.5,2.5
ZCTA5 54844,3.9,79.3,76.1,3.3,20.7,21.1
ZCTA5 54845,12.1,90,66,26,10,7.1
ZCTA5 54846,14.7,67.8,54.8,16.3,32.2,5
ZCTA5 54847,12.1,86.1,71.3,19.1,13.9,3.7
ZCTA5 54848,20.2,87.8,70.8,19,12.2,3.8
ZCTA5 54849,8.3,87,79.1,9.7,13,2.2
ZCTA5 54850,4.8,67,67,0,33,27.5
ZCTA5 54853,10.5,85.5,74.8,13.1,14.5,2.3
ZCTA5 54854,14.6,85.3,73.7,14.9,14.7,5.6
ZCTA5 54855,24.5,92.3,67,28.7,7.7,5.1
ZCTA5 54856,15,83.7,73.8,13.3,16.3,2.1
ZCTA5 54857,0,100,65.5,34.5,0,76.9
ZCTA5 54858,16.2,79.5,65.7,16.5,20.5,6.5
ZCTA5 54859,10.3,91.2,83.4,10.4,8.8,2.5
ZCTA5 54861,24,53.7,22,31.7,46.3,24.1
ZCTA5 54862,25.7,67,60.4,9.9,33,28.1
ZCTA5 54864,7.8,91.7,87.4,6.7,8.3,5.5
ZCTA5 54865,14.9,85.9,61.2,25.9,14.1,5.4
ZCTA5 54867,17.9,87.5,70.8,19.8,12.5,10
ZCTA5 54868,15.3,88.8,79.5,10.6,11.2,3.4
ZCTA5 54870,8.2,81.5,71.7,12.8,18.5,3.4
ZCTA5 54871,13.9,83.6,69.6,18.8,16.4,3.6
ZCTA5 54872,17,85.9,68.7,20,14.1,5.7
ZCTA5 54873,8.7,88.7,82.3,9.8,11.3,1.8
ZCTA5 54874,8.8,91,86,8.4,9,2.6
ZCTA5 54875,21.6,81.1,56.1,28.4,18.9,2.7
ZCTA5 54876,17.3,82.7,61.6,27.6,17.3,6.2
ZCTA5 54880,17.8,85.2,72.8,15.1,14.8,3.1
ZCTA5 54888,13.1,82.5,72.7,11.4,17.5,3.9
ZCTA5 54889,12.7,83.3,74.4,12.4,16.7,2.5
ZCTA5 54891,16.3,88.8,79.3,12.7,11.2,4.1
ZCTA5 54893,14.6,83,70.3,15.2,17,2.4
ZCTA5 54895,14.3,89.2,71.6,19.7,10.8,2.9
ZCTA5 54896,21,73.1,61.8,16.2,26.9,5.3
ZCTA5 54901,17,86.9,78.9,11,13.1,2.8
ZCTA5 54902,10.7,90.7,83.2,9.4,9.3,2.2
ZCTA5 54904,5.6,96.2,92.7,5.1,3.8,2
ZCTA5 54909,12.7,83.8,77.5,8.2,16.2,2.8
ZCTA5 54911,12,87.7,80.4,9.1,12.3,2.5
ZCTA5 54913,2.3,95.1,93.6,3.1,4.9,1.1
ZCTA5 54914,12,88.8,79.2,12,11.2,2
ZCTA5 54915,8.4,93.2,88.6,6,6.8,1.2
ZCTA5 54921,14.9,81.4,78.8,6.6,18.6,7.1
ZCTA5 54922,11.1,84.6,76.8,9.4,15.4,4
ZCTA5 54923,13.9,90.5,82.4,11.4,9.5,2.7
ZCTA5 54927,5.2,96.8,96.8,2.2,3.2,14.1
ZCTA5 54928,11.6,90.2,84.2,10.3,9.8,9.9
ZCTA5 54929,12.2,90.6,84.7,7.9,9.4,3.1
ZCTA5 54930,11.8,77.7,71.5,8.1,22.3,3.9
ZCTA5 54931,6.3,100,100,0,0,16.4
ZCTA5 54932,1,95.8,91.2,5.6,4.2,1.2
ZCTA5 54933,13.3,92.2,84.5,14,7.8,12
ZCTA5 54934,0,97,87.9,9.1,3,28.3
ZCTA5 54935,15.8,89.3,80,12.4,10.7,1.9
ZCTA5 54937,6,92.8,87.7,7.1,7.2,1.6
ZCTA5 54940,4.2,94.1,90.3,6.1,5.9,1.9
ZCTA5 54941,8.3,90.2,82.6,8.8,9.8,1.3
ZCTA5 54942,1.6,96.1,95.1,1.4,3.9,1.2
ZCTA5 54943,12,79.3,68.8,14.9,20.7,2.7
ZCTA5 54944,4.7,95,91.2,5.8,5,1
ZCTA5 54945,9.1,90.5,85.1,7.2,9.5,2.7
ZCTA5 54946,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 54947,2.1,94.5,92.5,3,5.5,2.3
ZCTA5 54948,2.3,85.5,85.5,0,14.5,9.5
ZCTA5 54949,12,91.8,88,7.5,8.2,2.6
ZCTA5 54950,9.6,88.6,80.2,10.1,11.4,3.5
ZCTA5 54952,12.4,90.9,83,10.6,9.1,2.1
ZCTA5 54956,7.1,91.9,86.8,6.8,8.1,1.2
ZCTA5 54960,8.9,91.2,85.5,8.7,8.8,2.7
ZCTA5 54961,8.4,92.4,87.8,6.1,7.6,2.3
ZCTA5 54962,12.3,92.6,84.7,8.8,7.4,3.1
ZCTA5 54963,10.6,91.4,84.4,9.3,8.6,3.9
ZCTA5 54964,4.9,95.7,88.8,7.4,4.3,5.3
ZCTA5 54965,12.2,91.4,85,11.5,8.6,4.1
ZCTA5 54966,17.5,82.7,70.6,14.9,17.3,3.8
ZCTA5 54967,30.5,89.7,81.4,10.3,10.3,23.5
ZCTA5 54968,12.4,94.4,86.1,12.3,5.6,2.9
ZCTA5 54970,16.7,93.2,82.2,14.7,6.8,3.3
ZCTA5 54971,9.8,89.9,84.9,6.9,10.1,3.3
ZCTA5 54974,3.8,95.5,94.6,1.3,4.5,3.5
ZCTA5 54977,7.4,91.1,85.8,7,8.9,3
ZCTA5 54979,2.4,95.7,91.5,9.8,4.3,3.8
ZCTA5 54980,4.2,96.6,96.6,0,3.4,33.7
ZCTA5 54981,9.8,91.8,83.9,9.4,8.2,2
ZCTA5 54982,15.7,83.5,71.8,14,16.5,1.7
ZCTA5 54983,10.1,94,85.8,11.5,6,3
ZCTA5 54984,10.2,84.1,79.2,7.2,15.9,2.2
ZCTA5 54985,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 54986,5.7,93.3,90.5,6,6.7,1.3
ZCTA5 55001,1.5,94.8,90.7,5.1,5.2,1.8
ZCTA5 55003,0.5,92.8,89.9,3.6,7.2,3.9
ZCTA5 55005,3.5,94.4,90,5,5.6,2.6
ZCTA5 55006,15.5,87.3,74.7,16.6,12.7,3.8
ZCTA5 55007,11.7,88.1,76.8,15.4,11.9,3.4
ZCTA5 55008,9.1,89.6,78.2,13.8,10.4,2.4
ZCTA5 55009,5.1,92.2,86.9,6.6,7.8,3
ZCTA5 55011,4.6,92.1,87.5,6.2,7.9,1.8
ZCTA5 55012,3.5,93.1,83.9,11.9,6.9,2.4
ZCTA5 55013,4.8,92.5,82.7,10.8,7.5,4.5
ZCTA5 55014,3.9,95,90.8,6.3,5,1.3
ZCTA5 55016,4.6,94.3,90.5,6.6,5.7,1.7
ZCTA5 55017,7.4,87.1,69,25.4,12.9,9.5
ZCTA5 55018,3.2,95.1,92.9,3.9,4.9,1.6
ZCTA5 55019,6.7,94.3,90,6.1,5.7,2.6
ZCTA5 55020,0.5,97,94.5,4.4,3,2.8
ZCTA5 55021,9.1,87.8,80.9,9,12.2,2.2
ZCTA5 55024,4.1,94.8,91.2,6.3,5.2,1.4
ZCTA5 55025,6.4,93.3,86.8,8.5,6.7,1.5
ZCTA5 55026,0,94.7,93.2,9.2,5.3,13.4
ZCTA5 55027,2.9,91.2,86.3,6.9,8.8,2.6
ZCTA5 55029,0,100,100,0,0,9999999.99
ZCTA5 55030,10.6,75.2,65.8,11.5,24.8,5.6
ZCTA5 55031,7.4,93.8,90.6,5.3,6.2,4
ZCTA5 55032,7.8,93.2,87.1,7.5,6.8,2.8
ZCTA5 55033,5.7,91,86.7,6.3,9,1.7
ZCTA5 55036,9.1,50,41.7,8.3,50,68.8
ZCTA5 55037,13.2,86,73.4,16.4,14,3.5
ZCTA5 55038,2.7,95.9,93.6,3.6,4.1,1.7
ZCTA5 55040,5.9,91.9,84.8,8.3,8.1,2.9
ZCTA5 55041,4.3,90.9,82.8,10.7,9.1,1.8
ZCTA5 55042,3,97.6,94.7,5.5,2.4,2.1
ZCTA5 55043,3.3,93.7,87.7,10.9,6.3,1.1
ZCTA5 55044,2.6,94.2,91.4,4.3,5.8,1.3
ZCTA5 55045,6.2,93.5,87.8,6.8,6.5,2.5
ZCTA5 55046,4.8,96,92.8,5.8,4,5.1
ZCTA5 55047,5.7,93.2,89.7,5.5,6.8,6
ZCTA5 55049,8,90.7,85,7.5,9.3,4.1
ZCTA5 55051,16.6,88.2,73.5,19.6,11.8,2.7
ZCTA5 55052,5.8,92.2,86.8,8.7,7.8,2.3
ZCTA5 55053,2.4,92.1,88.5,4.2,7.9,4.1
ZCTA5 55054,0,91.9,91.9,1.3,8.1,2.3
ZCTA5 55055,12.4,92.5,83.6,10.7,7.5,6.6
ZCTA5 55056,6.8,89.1,84,7.3,10.9,1.4
ZCTA5 55057,6.8,95.2,90.8,5.6,4.8,2.7
ZCTA5 55060,11.1,95.1,86.2,11.1,4.9,2.4
ZCTA5 55063,11.3,87.4,74.6,15.9,12.6,4
ZCTA5 55065,1.6,97.2,93.1,5,2.8,3
ZCTA5 55066,7.2,90.2,82.5,9.9,9.8,2.6
ZCTA5 55068,4.8,94.2,89.2,6.8,5.8,1.7
ZCTA5 55069,13.5,89.3,80.8,9.9,10.7,2.6
ZCTA5 55070,10.8,91.7,82.1,10.8,8.3,4
ZCTA5 55071,9.3,94.9,84.5,12.1,5.1,3.4
ZCTA5 55072,15.7,87,73.7,16.5,13,3.6
ZCTA5 55073,1.2,95.9,91.6,5.7,4.1,2.3
ZCTA5 55074,6.4,85.8,82.1,5.7,14.2,3.4
ZCTA5 55075,14.1,88.6,80.3,9.9,11.4,2.8
ZCTA5 55076,6.2,91,87.4,5.6,9,2.3
ZCTA5 55077,6.9,90.6,85.2,6.5,9.4,4.3
ZCTA5 55079,7.8,92.3,85.8,8.5,7.7,1.9
ZCTA5 55080,3.2,92.3,84.5,10.1,7.7,2.1
ZCTA5 55082,4.8,94.4,90.3,5.2,5.6,1.3
ZCTA5 55084,15.1,88.7,74.2,16,11.3,3.7
ZCTA5 55085,1.7,98.3,91.7,7.3,1.7,2.2
ZCTA5 55087,0,97,92,5,3,9.4
ZCTA5 55088,1.3,97.2,93.3,4.4,2.8,3.5
ZCTA5 55089,2.2,92.2,86.2,7.9,7.8,5.6
ZCTA5 55090,10.2,88.6,84.2,8.9,11.4,18.3
ZCTA5 55092,3.7,94.8,89.3,7.6,5.2,1.3
ZCTA5 55101,13.4,87.8,81.5,6.6,12.2,1.9
ZCTA5 55102,15.2,90.5,84.2,7.9,9.5,2.6
ZCTA5 55103,38,85.1,58.8,27.9,14.9,4.7
ZCTA5 55104,15.5,86.3,77.8,10.9,13.7,2.1
ZCTA5 55105,3.4,95.8,92.7,4.5,4.2,1.5
ZCTA5 55106,27.4,80.8,65.3,18.6,19.2,3
ZCTA5 55107,23.7,83.6,68.8,17.2,16.4,4.3
ZCTA5 55108,3.3,93.4,90.4,4.6,6.6,2.5
ZCTA5 55109,11.6,89.3,82,9.1,10.7,2.1
ZCTA5 55110,3.1,93.1,88.3,6.7,6.9,1.4
ZCTA5 55111,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 55112,7.6,92.7,88.8,5.6,7.3,1.3
ZCTA5 55113,6.3,91.7,86.4,6.2,8.3,1.8
ZCTA5 55114,13,87.6,74.8,14.4,12.4,9.2
ZCTA5 55115,3.5,96.4,93.3,4.3,3.6,1.8
ZCTA5 55116,7.9,92.1,86.7,7.7,7.9,2
ZCTA5 55117,21.8,84.9,71.6,15.2,15.1,2.3
ZCTA5 55118,9.3,90.7,82.4,10.6,9.3,1.9
ZCTA5 55119,13.6,86,76.3,10.4,14,2.4
ZCTA5 55120,1.2,96,93.4,3.8,4,2.3
ZCTA5 55121,4.8,90.8,85.9,7.2,9.2,2.8
ZCTA5 55122,5.1,95,91.8,4.4,5,1.4
ZCTA5 55123,4,96.8,94.7,3.2,3.2,1.6
ZCTA5 55124,4.8,93.5,89.7,5.1,6.5,1
ZCTA5 55125,3.4,95.5,92.5,4.5,4.5,1.1
ZCTA5 55126,2.9,94.4,91.1,5.1,5.6,1.4
ZCTA5 55127,2.9,94,89.2,7.5,6,1.2
ZCTA5 55128,9.2,92.2,84.4,9.6,7.8,1.7
ZCTA5 55129,1,96.4,94.9,2.9,3.6,1.3
ZCTA5 55130,38.1,78,58.5,23,22,4.9
ZCTA5 55150,9,72.4,61.9,14.3,27.6,12
ZCTA5 55155,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 55301,1.3,96.7,93.2,3.5,3.3,1.1
ZCTA5 55302,6.8,88.8,82.6,8.6,11.2,3.1
ZCTA5 55303,7.6,92.6,85.8,9.2,7.4,1.3
ZCTA5 55304,3.2,94.5,91.2,5,5.5,1
